City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
183,kaduqli,0,SD,1523599062,31,11.01,29.72,82.65,5.21
184,bambous virieux,40,MU,1523595600,69,-20.34,57.76,82.4,9.17
185,taoudenni,0,ML,1523599063,38,22.68,-3.98,59.43,11.48
186,ketchikan,90,US,1523597700,87,55.34,-131.65,44.6,8.05
187,port hedland,0,AU,1523597400,25,-20.31,118.58,98.6,14.99
188,sao filipe,68,CV,1523599064,99,14.9,-24.5,69.96,18.41
189,arman,20,RU,1523595600,49,59.7,150.17,26.6,8.95
190,guarambare,40,PY,1523595600,88,-25.48,-57.47,77.0,13.87
191,carballo,75,ES,1523597400,100,43.21,-8.69,50.0,1.97
192,khao wong,40,TH,1523595600,47,16.69,104.09,96.8,5.82
193,hambantota,8,LK,1523599067,98,6.12,81.12,85.35,5.1
194,auki,0,NG,1523599067,78,12.18,6.51,69.78,6.44
195,ribeira grande,92,PT,1523599067,96,38.52,-28.7,64.2,19.08
196,hualmay,44,PE,1523599068,95,-11.1,-77.61,61.5,3.31
197,mezen,0,RU,1523599068,71,65.85,44.24,28.92,3.98
198,khatanga,64,RU,1523599069,96,71.98,102.47,28.83,12.71
199,arenys de mar,92,ES,1523597400,93,41.58,2.55,53.6,5.32
200,portobelo,40,PA,1523599200,100,9.55,-79.65,75.2,12.15
201,inhambane,76,MZ,1523599070,83,-23.87,35.38,78.33,10.47
202,fortuna,20,ES,1523597400,76,38.18,-1.13,55.4,6.93
203,azovskaya,0,RU,1523595600,76,44.79,38.62,53.6,11.18
204,hermanus,76,ZA,1523599071,92,-34.42,19.24,55.38,2.75
205,roseburg,20,US,1523596920,75,43.22,-123.34,46.4,2.98
206,nova olimpia,12,BR,1523599072,96,-14.8,-57.29,69.33,4.76
207,sinnamary,76,GF,1523599072,96,5.38,-52.96,79.23,14.61
208,xianshuigu,90,CN,1523595600,87,38.98,117.38,53.6,4.47
209,uinskoye,8,RU,1523599073,81,56.88,56.58,34.5,4.65
210,trairi,44,BR,1523599073,100,-3.28,-39.27,78.33,7.78
211,saint-francois,0,FR,1523597400,87,46.42,3.91,44.6,7.67
212,penzance,75,GB,1523595000,93,50.12,-5.53,48.2,6.93
213,saint leonard,1,US,1523598780,51,38.47,-76.51,69.8,12.75
214,najran,5,SA,1523595600,60,17.54,44.22,71.6,3.42
215,macau,32,BR,1523599076,99,-5.11,-36.64,70.95,4.76
216,walvis bay,0,NA,1523599076,100,-22.95,14.51,64.02,9.8
217,tiksi,0,RU,1523598841,86,71.64,128.87,20.28,5.77
218,slonim,0,BY,1523599077,79,53.09,25.32,52.23,15.73
219,ust-nera,0,RU,1523599077,69,64.57,143.24,20.28,2.64
220,luganville,24,VU,1523599077,98,-15.51,167.18,81.75,20.76
221,lincoln,1,US,1523596500,54,40.8,-96.67,68.0,11.41
222,naze,40,NG,1523595600,94,5.43,7.07,75.2,5.32
223,vao,0,EE,1523599079,70,59.1,26.19,36.66,3.98
224,christchurch,0,NZ,1523597400,66,-43.53,172.64,51.8,6.93
225,cap-aux-meules,5,CA,1523595600,86,47.38,-61.86,33.8,12.75
226,esperance,92,TT,1523599080,80,10.24,-61.45,77.52,7.11
227,qandala,0,SO,1523599080,59,11.47,49.87,83.1,1.63
228,chicama,40,PE,1523595600,93,-7.84,-79.15,66.2,6.93
229,menongue,80,AO,1523599081,97,-14.66,17.68,63.93,2.53
230,comodoro rivadavia,0,AR,1523595600,57,-45.87,-67.48,50.0,9.17
231,iraquara,92,BR,1523599082,99,-12.24,-41.62,67.08,5.21
232,ingham,32,AU,1523599082,100,-18.65,146.16,76.26,6.11
233,atyrau,0,KZ,1523595600,60,47.1,51.92,41.0,22.37
234,nome,90,US,1523596500,94,30.04,-94.42,69.8,9.17
235,ulladulla,32,AU,1523595600,35,-35.36,150.48,84.2,11.41
236,kodiak,1,US,1523595180,64,39.95,-94.76,71.6,17.22
237,dumbea,0,NC,1523597400,42,-22.15,166.45,80.6,10.29
238,zeya,0,RU,1523599085,30,53.74,127.27,41.52,5.1
239,tasiilaq,92,GL,1523595000,74,65.61,-37.64,33.8,14.99
240,ilo,8,PE,1523599086,93,-17.65,-71.34,55.65,2.53
241,pahrump,1,US,1523595480,8,36.21,-115.98,59.0,17.22
242,chase,75,US,1523598900,81,43.89,-85.64,39.2,5.82
243,brasilia de minas,64,BR,1523599087,88,-16.21,-44.43,66.72,8.34
244,issoudun,0,FR,1523597400,93,46.95,1.99,42.8,4.7
245,haines junction,36,CA,1523599088,80,60.75,-137.51,19.02,2.42
246,tiznit,92,MA,1523599088,99,29.7,-9.73,57.45,14.16
247,skjervoy,0,NO,1523596800,59,70.03,20.97,37.4,10.29
248,kahului,90,US,1523597280,83,20.89,-156.47,75.2,8.05
249,los llanos de aridane,0,ES,1523597400,59,28.66,-17.92,64.4,14.99
250,martil,92,MA,1523597400,71,35.62,-5.28,53.6,8.05
251,oskarshamn,0,SE,1523596800,75,57.26,16.44,41.0,5.82
252,dicabisagan,56,PH,1523599090,96,17.08,122.42,81.03,4.65
253,ewa beach,40,US,1523596620,78,21.32,-158.01,78.8,6.93
254,nohfelden,0,DE,1523596800,81,49.59,7.14,46.4,5.82
255,cumpas,0,MX,1523599091,16,30.0,-109.78,65.55,6.55
256,yar-sale,8,RU,1523599092,97,66.83,70.83,13.8,11.81
257,panzhihua,8,CN,1523599092,28,26.59,101.72,82.11,4.21
258,valle de santiago,20,MX,1523594460,87,20.39,-101.18,55.4,3.76
259,kaitangata,0,NZ,1523599093,79,-46.28,169.85,45.57,7.23
260,puerto carreno,44,CO,1523599094,87,6.19,-67.49,70.95,3.09
261,jacareacanga,0,BR,1523599094,93,-6.22,-57.76,73.38,2.3
262,collecchio,20,IT,1523595600,100,44.75,10.22,42.8,3.36
263,beyneu,0,KZ,1523599095,45,45.32,55.19,60.96,12.37
264,qaqortoq,8,GL,1523595000,68,60.72,-46.03,24.8,3.36
265,joshimath,0,IN,1523599096,87,30.57,79.57,22.17,0.4
266,copiapo,24,CL,1523595600,87,-27.37,-70.33,57.2,4.7
267,mareeba,75,AU,1523597400,61,-16.99,145.42,82.4,13.87
268,kilindoni,76,TZ,1523599098,100,-7.91,39.67,80.13,10.13
269,lagoa,20,PT,1523597400,93,37.14,-8.45,48.2,9.17
270,leningradskiy,0,RU,1523599098,66,69.38,178.42,3.36,6.44
271,tilichiki,88,RU,1523599099,94,60.47,166.1,28.65,9.46
272,tura,36,IN,1523599099,87,25.52,90.21,78.96,2.75
273,shache,0,CN,1523599100,46,38.42,77.24,59.88,7.0
274,umm kaddadah,0,SD,1523599100,11,13.6,26.69,74.55,9.46
275,isangel,8,VU,1523599101,100,-19.55,169.27,78.24,21.43
276,kenai,90,US,1523595360,61,60.55,-151.26,48.2,4.7
277,skelleftea,0,SE,1523596800,92,64.75,20.95,21.2,2.24
278,nara,0,JP,1523595600,18,34.68,135.8,66.2,12.75
279,itaituba,24,BR,1523599102,97,-4.26,-55.99,73.83,2.98
280,andujar,64,ES,1523598891,100,38.04,-4.05,44.67,3.65
281,vallenar,0,CL,1523599103,72,-28.58,-70.76,50.07,0.63
282,cuamba,88,MZ,1523599103,100,-14.8,36.54,70.05,4.99
283,nikolskoye,0,RU,1523595600,69,59.7,30.79,33.8,2.24
284,dois corregos,8,BR,1523599104,80,-22.37,-48.38,66.27,4.32
285,moranbah,44,AU,1523599104,51,-22.0,148.04,82.92,14.72
286,namibe,92,AO,1523599104,100,-15.19,12.15,75.54,8.23
287,eureka,20,US,1523597700,100,40.8,-124.16,46.4,5.82
288,matamoros,90,US,1523597460,88,25.87,-97.51,77.0,21.92
289,touros,88,BR,1523599106,100,-5.2,-35.46,76.08,5.99
290,tazovskiy,56,RU,1523599106,97,67.47,78.7,20.64,13.27
291,boca do acre,80,BR,1523599107,97,-8.76,-67.39,73.38,2.19
292,orichi,24,RU,1523599107,92,58.4,49.06,34.14,6.33
293,beisfjord,0,NO,1523595000,64,68.38,17.6,33.8,6.93
294,komsomolskiy,88,RU,1523599108,96,67.55,63.78,24.6,17.63
295,wagar,0,US,1523599108,77,31.44,-87.99,63.39,6.44
296,laredo,1,US,1523596500,78,27.51,-99.51,75.2,13.87
297,kovernino,80,RU,1523599109,90,57.13,43.81,32.97,7.45
298,batagay,12,RU,1523599109,70,67.65,134.64,31.17,4.99
299,teya,5,MX,1523594760,58,21.05,-89.07,82.4,10.29
300,grand gaube,40,MU,1523595600,69,-20.01,57.66,82.4,9.17
301,bam,0,IR,1523599110,20,29.11,58.36,79.23,6.67
302,sobolevo,0,RU,1523599111,75,54.43,31.9,39.63,4.76
303,robertsport,12,LR,1523599111,100,6.75,-11.37,81.21,8.79
304,chesma,0,RU,1523599111,86,53.81,60.65,35.31,9.69
305,tommot,20,RU,1523599112,51,58.97,126.27,35.13,5.21
306,soyo,32,AO,1523599112,91,-6.13,12.37,77.16,2.42
307,charlestown,75,US,1523598780,62,41.38,-71.64,53.6,19.46
308,altay,0,CN,1523599113,68,47.83,88.13,39.18,3.2
309,nevsehir,0,TR,1523596800,81,38.62,34.71,53.6,9.17
310,palu,68,ID,1523599114,91,-0.9,119.87,72.84,1.97
311,lorengau,20,PG,1523599114,100,-2.02,147.27,83.28,3.42
312,husavik,0,CA,1523599114,59,50.56,-96.99,12.99,12.15
313,sibolga,76,ID,1523599115,95,1.74,98.78,76.35,1.63
314,yatou,75,CM,1523595600,100,3.63,9.81,77.0,2.24
315,abatskoye,0,RU,1523599116,100,56.29,70.46,31.53,5.44
316,aden,56,YE,1523599040,99,12.79,45.03,81.12,9.01
317,bilma,0,NE,1523599117,16,18.69,12.92,68.07,7.0
318,marsa matruh,0,EG,1523595600,77,31.35,27.25,68.0,5.82
319,salalah,40,OM,1523595000,74,17.01,54.1,84.2,6.93
320,roald,0,NO,1523596800,60,62.58,6.12,41.0,3.36
321,stykkisholmur,92,IS,1523599119,97,65.08,-22.73,39.9,3.65
322,sept-iles,90,CA,1523595600,80,50.2,-66.38,30.2,9.17
323,hasaki,0,JP,1523595600,29,35.73,140.83,66.2,11.41
324,manokwari,32,ID,1523599120,100,-0.87,134.08,82.38,3.09
325,cidreira,92,BR,1523599120,100,-30.17,-50.22,69.78,15.28
326,yanam,0,IN,1523599120,65,16.73,82.22,90.93,6.67
327,fairbanks,1,US,1523595480,60,64.84,-147.72,42.8,4.7
328,biak,76,ID,1523599121,82,-0.91,122.88,84.9,3.98
329,ahipara,80,NZ,1523599121,90,-35.17,173.16,65.82,14.72
330,todos santos,5,MX,1523594700,77,23.45,-110.23,69.8,11.41
331,kansanshi,24,ZM,1523599122,91,-12.1,26.43,63.3,11.92
332,kupino,92,RU,1523599123,85,54.36,77.31,47.28,14.5
333,changli,100,CN,1523599123,95,30.54,105.42,55.65,21.77
334,lerwick,20,GB,1523596800,93,60.15,-1.15,42.8,10.29
335,changping,40,CN,1523595600,87,40.22,116.23,50.0,2.24
336,dzilam gonzalez,36,MX,1523599124,78,21.28,-88.93,74.55,6.44
337,champerico,40,MX,1523594820,73,16.38,-93.6,75.2,1.74
338,doha,40,QA,1523595600,65,25.29,51.53,82.4,3.36
339,compostela,0,MX,1523599125,79,21.24,-104.9,57.81,1.07
340,byron bay,24,AU,1523597400,57,-28.65,153.62,80.6,18.34
341,tumut,56,AU,1523599126,69,-35.3,148.22,68.43,3.87
342,watsa,92,CD,1523599127,100,3.04,29.53,66.99,2.19
343,mitsamiouli,20,KM,1523595600,66,-11.38,43.28,86.0,1.12
344,agadez,0,NE,1523595600,14,16.97,7.99,75.2,9.17
345,khorixas,0,NA,1523599128,93,-20.37,14.96,59.61,3.2
346,kedrovyy,40,RU,1523595600,46,56.17,91.82,53.6,13.42
